Contract_ID,Project_ID,Project_Name,Ownership,Developer,Address,ZIP,Parcel_ID,Council_District,Unit_Type,Housing_Tenure,Development_Status,Total_Units,Affordable_Units,Total_ADA_Units,PSH_Units,MFI_20,MFI_30,MFI_40,MFI_50,MFI_60,MFI_65,MFI_70,MFI_80,MFI_100,MFI_120,Affordability_Start_Date,Affordability_Expiration_Date,Affordability_Period,FIL_Status,CAL_FIL,Date_FIL_Recorded,HDA,Private_Activity_Bonds,Affordability_Unlocked,SMART,Dev_Agreement,Density_Bonus,FIL,LIHTC,GO_Bonds_2006,GO_Bonds_2013,GO_Bonds_2018,GO_Bonds_2022,CDBG,CIP_Funds,HOME,HTF,Project_Connect,City_Subsidy,Longitude,Latitude
248,3657,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,7103 Villita Avenida Street,78741,0307170447,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-28-2007,12-28-2017,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6917092811953,30.2299329645037
248,3658,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6905 Villita Cove,78741,0307170445,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-05-2007,10-05-2017,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6917210342038,30.230166795283
248,3659,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6906 Villita Cove,78741,0307170439,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-22-2008,02-22-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6911932381739,30.2300612136428
248,3660,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6913 Villita Avenida Street,78741,0307170434,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-29-2008,04-29-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6908113588302,30.2303342576178
248,3661,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6905 Villita Avenida Street,78741,0307170431,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-19-2017,10-19-2027,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6909237436251,30.2307437676543
248,3662,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,7104 Villita Avenida Street,78741,0307171307,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-28-2007,12-28-2017,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6916502499543,30.2295656185969
248,3663,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,7004 Villita Avenida Street,78741,0307171311,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-28-2007,12-28-2017,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6910660040063,30.2295808782054
248,3664,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6910 Villita Avenida Street,78741,0307171321,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-21-2008,05-21-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.690409148942,30.2306857889498
248,3665,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6903 Villita Avenida Street,78741,0307171325,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-22-2008,02-22-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6907755951081,30.2311100025945
249,3666,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6913 Frontera Trail,78741,0307171123,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-31-2009,07-31-2019,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6927372449365,30.2282307569322
249,3667,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6905 Frontera Trail,78741,0307171119,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-22-2008,07-22-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6933108142126,30.2285235029044
249,3668,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6903 Frontera Trail,78741,0307171118,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-07-2008,08-07-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6932565276506,30.2286486255474
249,3669,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,1204 Frontera Lane,78741,0307171109,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-28-2008,10-28-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.692330809605,30.2288972333672
249,3670,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6901 Villita Cove,78741,0307170443,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-31-2009,07-31-2019,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6915680563415,30.2304445622519
249,3671,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6900 Villita Cove,78741,0307170442,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-14-2009,08-14-2019,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6913714560257,30.2304562941854
249,3672,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,6917 Villita Avenida Street,78741,0307170436,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-21-2008,05-21-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6908074610149,30.2300785033487
249,3673,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,7002 Montana Street,78741,0307171303,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-02-2008,07-02-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6915066605054,30.2290138769242
249,3674,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,7102 Villita Avenida Street,78741,0307171308,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-30-2009,06-30-2019,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6915154113791,30.2295785970409
249,3675,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,7006 Villita Avenida Street,78741,0307171310,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-03-2008,10-03-2018,10,,,,OHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.6912410253046,30.2295844887275
250,3676,Saint Louise House,VinCare Services of Austin Foundation,VinCare Services of Austin Foundation,3200 S Lamar Boulevard,78704,0403100507,5,Multifamily,Rental,Project Completed,24,24,1.0,0,0,12,0,12,0,0,0,0,0,0,09-28-2009,09-28-2108,99,,,,RHDA,No,No,No,,,No,,1500000,0,0,,0,0,1213000,0,,1500000,-97.78530304,30.2419701
251,3677,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Multiple Addresses,78744,0320180104,2,Single Family,Ownership,Affordability Period Expired,584,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,12-30-3799,0,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.6938623967872,30.1952134572449
252,3678,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,10409 Premier Park Street,78747,0443050609,2,Single Family,Ownership,Project Completed,525,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,12-30-3799,0,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.7715117277829,30.1393634287915
253,3679,Pointe on Rio,19 Rio Partners LP,19 Rio Partners LP,1901 Rio Grande Street,78705,0212011511,9,Multifamily,Rental,Project Completed,122,12,0.0,0,0,0,0,0,0,0,0,12,0,0,07-15-2015,07-15-2030,15,Paid,66388,07-15-2015,,No,No,Yes,,University Neighborhood Overlay - By The Unit (Pre-2014),Yes,,,,,,,,,,,,-97.74492906,30.28285304
254,3680,ADU,Austin Community Design and Development Center,Austin Community Design and Development Center,5413 Duval Street,78751,0225101315,4,ADU,Rental,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-12-2016,07-12-2021,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.71696,30.31829
256,3682,Anderson Village,Austin Housing Finance Corporation,Austin Housing Finance Corporation,3101 E 12th Street,78702,0209150203,1,Multifamily,Rental,Project Completed,24,24,0.0,0,0,0,0,5,14,0,0,5,0,0,11-22-2013,11-22-2112,99,,,,RHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.70220995,30.27644664
257,3683,Guadalupe Neighborhood Development Corporation- La Vista de Lopez  - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,809 E 9th Street,78702,0206050308,1,Single Family,Rental,Project Completed,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,12-09-2016,12-09-2031,15,,,,RHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,50000,,50000,-97.73283499,30.2680726
263,3728,The Nine at Austin,Scannell Development Company,Scannell Development Company,2518 Leon Street,78705,0214000525,9,Multifamily,Rental,Project Completed,98,10,0.0,0,0,0,0,0,10,0,0,0,0,0,06-05-2019,06-05-2059,40,Paid,118151,06-13-2018,,No,No,Yes,,UNO - Post-2014,Yes,,,,,,,,,,,,-97.749342,30.290996
268,3730,1910 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,1910 Salina Street,78702,0211091603,1,ADU,Rental,Project Completed,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,07-27-2020,07-27-2025,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.7226423,30.28043
266,3731,2106 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2106 Chicon Street,78702,0211090703,1,ADU,Rental,Project Completed,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,12-11-2019,12-11-2024,5,,,,RHDA,No,No,Yes,,,No,,0,0,0,,0,0,0,0,,0,-97.722036,30.282314
274,3741,Colorado Creek Apartments,GCRE/TX Austin Master LLC,GCRE/TX Austin Master LLC,11700 Dionda Lane,78617,0315310701,2,Multifamily,Rental,Project Completed,240,216,0.0,0,0,0,0,0,96,0,0,120,0,0,03-01-2016,03-01-2031,15,,,,,Yes,No,Yes,,,No,4% LIHTC,,,,,,,,,,,-97.633042,30.204703
277,3743,1211 Inks Avenue,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1211 Inks Avenue,78702,0205070820,1,Duplex,Rental,Affordability Period Expired,2,2,0.0,0,0,0,0,0,1,0,0,1,0,0,08-30-2016,08-30-2021,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.727998,30.26597
279,3744,Villas at Vinson Oak,Notigius LLC,Notigius LLC,4507 Vinson Drive,78745,0410080734,3,Single Family,Rental,Certified/Loan Executed,16,2,0.0,0,0,0,0,0,0,0,0,2,0,0,,12-30-1904,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.77701,30.22065
264,3749,Centerra Homes - SF - Section 2 (Goodnight Ranch),Bradsher Family Trust and MVE Ventures LTD,Momark Development LLC,Multiple Addresses,78747,,2,Single Family,Ownership,Under Construction,58,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,12-30-3799,0,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.754462,30.152741
110,3751,Summit Oaks,Housing Authority of Travis County,Housing Authority of Travis County,11607 Sierra Nevada,78759,0164031304,10,Multifamily,Rental,Affordability Period Expired,24,24,0.0,0,0,0,0,0,24,0,0,0,0,0,11-21-2018,11-21-2023,5,,,,,No,No,Yes,,,No,9% LIHTC,,,,,,,,,,,-97.75443,30.420147
269,3752,Alexander Oaks Apartments,Housing Authority of Travis County,Housing Authority of Travis County,6119 Valiant Circle,78749,0408300450,8,Duplex,Rental,Project Completed,51,51,0.0,0,0,0,0,0,51,0,0,0,0,0,04-10-2019,04-10-2024,5,,,,,No,No,Yes,,,No,9% LIHTC,,,,,,,,,,,-97.851947,30.233793
284,3753,Avon at 22nd,Allada UNO LLC,Allada UNO LLC,911 W 22nd Street,78705,0212010802,9,Multifamily,Rental,Project Completed,19,2,0.0,0,0,0,0,0,2,0,0,0,0,0,09-16-2019,09-16-2059,40,Paid,8236,05-29-2019,,No,No,Yes,,UNO - Post-2014,Yes,,,,,,,,,,,,-97.74770257,30.28524853
281,3754,2502 Nueces Street,Lincoln Ventures LLC,Lincoln Ventures LLC,2502 Nueces Street,78705,0214010407,9,Multifamily,Rental,Project Completed,46,5,0.0,0,0,0,0,0,5,0,0,0,0,0,09-11-2017,09-11-2057,40,Paid,57714,10-23-2017,,No,No,Yes,,UNO - Post-2014,Yes,,,,,,,,,,,,-97.743338,30.289642
278,3755,Signature 1909,Breckenridge Group West Campus LP,Aspen Heights,1909 Rio Grande Street,78705,0212011515,9,Multifamily,Rental,Project Completed,464,47,0.0,0,0,0,0,0,47,0,0,0,0,0,07-11-2018,07-11-2058,40,Paid,166633,06-15-2018,,No,No,Yes,,UNO - Post-2014,Yes,,,,,,,,,,,,-97.744783,30.283589
275,3756,The Aviary,Equitable Green Group Inc,Equitable Green Group Inc,6019 Hudson Street,78721,0207220340,1,Duplex,Rental,Under Construction,12,12,0.0,0,0,0,0,0,0,0,0,12,0,0,,12-30-1904,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.6735693,30.27068857
272,3757,Elysium Grand,Elysium Grand LP,Saigebrook Development LLC,3300 Oak Creek Drive,78727,0266130508,7,Multifamily,Rental,Project Completed,90,90,11.0,25,0,12,0,40,17,0,0,21,0,0,09-04-2020,09-04-2060,40,,,,RHDA,No,No,Yes,,,No,,0,3320000,0,,0,0,0,0,,3320000,-97.704912,30.4280236
273,3760,Bridge at Cameron,LDG Multifamily LLC,LDG Development LLC,9201 Cameron Road,78754,0237230227,1,Multifamily,Rental,Project Completed,263,263,0.0,0,0,0,0,0,263,0,0,0,0,0,04-09-2020,04-09-2025,5,,,,,No,No,Yes,,,No,4% LIHTC,,,,,,,,,,,-97.675314,30.348071
271,3762,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,6910 Colony Loop Drive,78724,0219361523,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-23-2017,08-23-2018,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.64010534,30.3007544480001
271,3763,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,6111 Marigold Terrace,78741,0307150638,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,01-11-2017,01-11-2018,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.702276,30.2309300000001
271,3764,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,2214 Granada Drive,78741,0311040104,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-28-2016,11-28-2017,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.736634,30.2207510000001
287,3765,Works at Pleasant Valley - Phase II,Lifeworks Affordable Housing Corporation,Lifeworks Affordable Housing Corporation,835 N Pleasant Valley Road,78702,0206130722,3,Multifamily,Rental,Project Completed,29,29,6.0,10,0,10,0,13,0,0,0,6,0,0,10-24-2019,10-24-2059,40,,,,RHDA,No,No,Yes,,,No,,0,416600,0,,0,0,0,0,,416600,-97.707279,30.26472
286,3767,Montopolis Townhomes,Austin Habitat for Humanity,Austin Habitat for Humanity,6301 Circulo de Amistad,78741,0305160449,3,Multifamily,Ownership,Under Construction,12,12,0.0,0,0,0,0,0,0,0,0,12,0,0,,12-30-1998,99,,,,,No,No,Yes,,,No,,,,294000,360000,,,,,,294000,-97.697049,30.23456
288,3768,Villages at Fiskville,LDG Multifamily LLC,LDG Development LLC,10127 Middle Fiskville Road,78753,0241220606,4,Multifamily,Rental,Project Completed,172,155,0.0,0,0,0,0,0,69,0,0,86,0,0,03-01-2017,03-01-2032,15,,,,,Yes,No,Yes,,,No,4% LIHTC,,,,,,,,,,,-97.681344,30.364435
289,3769,2203 Salina Street Rehab,Blackland Community Development Corporation,Blackland Community Development Corporation,2203 Salina Street,78722,0211090208,1,Single Family,Rental,Project Completed,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,12-11-2017,12-11-2116,99,,,,RHDA,No,No,Yes,,,No,,0,0,0,,0,0,150095,0,,0,-97.722755,30.282993
291,3771,Kasita Homeless Veteran Housing,Kasita GL LLC,Kasita GL LLC,1304 E 4th Street,78702,0204060903,3,Multifamily,Rental,Certified/Loan Executed,21,21,0.0,0,0,0,0,21,0,0,0,0,0,0,,12-30-1904,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.729743,30.262337
292,3772,The Rail at MLK,1800 Alexander LP,1800 Alexander LP,2921 E 17th Street,78702,0212120913,1,Multifamily,Rental,Project Completed,225,58,19.0,3,0,3,3,52,0,0,0,0,0,0,09-01-2022,09-01-2121,99,,,,RHDA,No,No,Yes,,,No,,0,2500000,0,,0,0,0,0,,2500000,-97.709978,30.279071
85,3793,The Chicon at Gibbs Condominiums - Loan,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,1301 Chicon Street,78702,0209098101,1,Multifamily,Ownership,Project Completed,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10-05-2019,10-05-2118,99,,,,OHDA,No,No,Yes,,Vertical Mixed Use,No,,1375268,0,0,,0,2587449,0,295000,,4257717,-97.719823,30.275032
296,3795,Garden Terrace Phase III,Foundation Communities Inc.,Foundation Communities Inc.,1015 W William Cannon Drive,78745,0418140412,2,Multifamily,Rental,Project Completed,20,20,16.0,4,0,4,0,16,0,0,0,0,0,0,09-30-2015,09-30-2055,40,,,,RHDA,No,No,Yes,,,No,,0,1200000,0,,0,0,176070,0,,1200000,-97.792919,30.198406
297,3796,Goodwin - CLT,Austin Housing Finance Corporation,Austin Housing Finance Corporation,3303 Goodwin Avenue,78702,0206150148,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-23-2015,05-23-2114,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0,0,0,,0,0,0,0,,0,-97.699432,30.268934
297,3797,Goodwin - CLT,Austin Housing Finance Corporation,Austin Housing Finance Corporation,3305 Goodwin Avenue,78702,0206150149,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-11-2016,05-11-2115,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0,0,0,,0,0,0,0,,0,-97.699326,30.268875
297,3798,Goodwin - CLT,Austin Housing Finance Corporation,Austin Housing Finance Corporation,3307 Goodwin Avenue,78702,0206150150,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-11-2016,05-11-2115,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0,0,0,,0,0,0,0,,0,-97.699101,30.268824
114,3800,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1206 Short Hackberry Street,78702,0207080219,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-01-2014,04-01-2015,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.726706908,30.270056883
114,3801,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,4602 Reyes Street,78721,0209191623,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-03-2015,06-03-2016,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.689042,30.275
114,3802,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,504 Montopolis Drive,78741,0304160201,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-22-2014,07-22-2015,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.694157,30.240208
114,3803,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,6907 Pondsdale Lane,78724,0219361526,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-13-2013,03-13-2014,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.6406239999999,30.3007160000001
114,3804,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,403 Tilbury Lane,78745,0414050608,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-20-2013,03-20-2014,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.7664609999999,30.2096490000001
114,3805,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,4806 Santa Anna Street,78721,0209191407,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-15-2013,08-15-2014,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.686345,30.2748120000001
109,3809,Linden - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1012 Linden Street,78702,0206130245,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-03-2016,06-03-2115,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0,0,0,,0,0,0,0,,0,-97.70519865,30.26525515
109,3810,Linden - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1014 Linden Street,78702,0206130244,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-17-2016,08-17-2115,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0,0,0,,0,0,0,0,,0,-97.70513626,30.26538184
109,3811,Linden - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1016 Linden Street,78702,0206130243,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-17-2016,08-17-2115,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0,0,0,,0,0,0,0,,0,-97.70512503,30.265519273
232,3813,Radius on Grove,Continental Homes of Texas LP,Continental Homes of Texas LP,2301 Grove Boulevard,78741,0315111004,3,Multifamily,Rental,Affordability Period Expired,160,64,0.0,0,0,0,0,0,0,0,0,64,0,0,01-24-2018,01-24-2023,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.707232,30.223115
233,3814,Cobalt Wilson Street,Cobalt Partners Ltd.,Cobalt - Wilson Street,2606 Wilson Street,78704,0404021301,3,Multifamily,Ownership,Affordability Period Expired,62,6,0.0,0,0,0,0,0,0,0,0,6,0,0,05-16-2013,05-16-2014,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.758929,30.237685
300,3815,Clawson Ridge Condominiums,Clawson Partners Mgmt,Clawson Partners Mgmt,3700 Clawson Road Unit 111,78704,0406101601,5,Multifamily,Ownership,Project Completed,39,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-25-2021,08-25-2120,99,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.780677,30.233736
301,3816,Colony Park (PUD),Austin Housing Finance Corporation,Austin Housing Finance Corporation,Loyola Ln,78724,0218310513,1,Multifamily,Rental,Certified/Loan Executed,2027,405,0.0,0,0,0,0,0,405,0,0,0,0,0,,12-30-1939,40,,,,,No,No,Yes,PUD Development Agreement,,No,,,,,,,,,,,,-97.633418,30.295864
302,3818,Indie Apartments,Transwestern,Transwestern,1630 E 6th Street,78702,0204080513,3,Multifamily,Rental,Project Completed,139,15,0.0,0,0,0,0,0,15,0,0,0,0,0,06-18-2018,06-18-2058,40,,,,,No,No,No,,Transit Oriented Development,No,,,,,,,,,,,,-97.72480597,30.26262462
304,3820,1703 E 22nd St,Blackland Community Development Corporation,Blackland Community Development Corporation,1703 E 22nd Street,78722,0211090603,1,Single Family,Rental,Under Construction,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,,12-30-1904,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.72338,30.282275
307,3822,Easton Park (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Multiple Addresses,78744,0332100625,2,Multifamily,Rental,Certified/Loan Executed,3000,300,0.0,0,0,0,0,0,300,0,0,0,0,0,,12-30-1904,5,,,,,No,No,No,PUD Development Agreement;Municipal Utility District,,No,,,,,,,,,,,,-97.721746,30.163553
130,3824,Los Portales de Lena Guerrero,ThinkEast Austin MGT,ThinkEast Austin MGT,5225 Jain Street,78721,0204190416,3,Multifamily,Rental,Project Completed,97,97,12.0,4,0,4,0,31,61,0,0,1,0,0,08-20-2022,08-20-2062,40,,,,RHDA,No,No,Yes,PUD Development Agreement,,No,,0,1208000,3950000,,1600000,0,0,0,,5158000,-97.68721512,30.26289677
309,3825,Austin Gardens,Interlocal Investment,Interlocal Investment,Hudson St and Harold Court,78721,0207220337,1,Multifamily,Rental,Certified/Loan Executed,24,2,0.0,0,0,0,0,0,0,0,0,2,0,0,,12-30-1904,5,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.677477,30.272109
307,3827,Easton Park (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Multiple Addresses,78744,0332100625,2,Single Family,Ownership,Certified/Loan Executed,5345,650,0.0,0,0,0,0,0,0,0,0,650,0,0,,12-30-1900,1,,,,,No,No,No,PUD Development Agreement;Municipal Utility District,,No,,,,,,,,,,,,-97.721746,30.163553
311,3828,Groves South Lamar,SL South Lamar LP,SL South Lamar LP,3607 S Lamar Boulevard,78704,0404110155,5,Multifamily,Rental,Project Completed,308,31,0.0,0,0,0,0,0,0,0,0,31,0,0,03-02-2018,03-02-2058,40,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,,-97.787767,30.238968
312,3829,The Guild Condominiums,HDC Hill Country Equities The Guild LP,Sunil Lavani,2804 S 1st Street Unit 1202,78704,0404043001,3,Multifamily,Ownership,Project Completed,15,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-24-2020,04-24-2119,99,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,,-97.763106,30.237157
